排名,书籍,封面,作者,时间,时间（无月日）,出版社,评分,评价人数（人）,售价（元）
59,秋园,https://img1.doubanio.com/view/subject/s/public/s33640730.jpg,杨本芬 ,2020-6,2020, 北京联合出版公司 ,9.0,92039,38.00
60,无人生还,https://img1.doubanio.com/view/subject/s/public/s2962510.jpg,[英] 阿加莎・克里斯蒂 ,2008-3,2008, 人民文学出版社 ,9.0,145583,19.00
61,中国少年儿童百科全书（全四册）,https://img9.doubanio.com/view/subject/s/public/s34069455.jpg,林崇德 主编 ,1991-4,1991, 浙江教育出版社 ,9.4,17873,168.00
62,嫌疑人X的献身,https://img9.doubanio.com/view/subject/s/public/s3254244.jpg,[日] 东野圭吾 ,2008-9,2008, 南海出版公司 ,8.9,515818,28.00
63,鼠疫,https://img2.doubanio.com/view/subject/s/public/s27003191.jpg,[法] 阿尔贝·加缪 ,2013-8,2013, 上海译文出版社 ,9.1,74851,34.00
64,黄金时代,https://img3.doubanio.com/view/subject/s/public/s1076372.jpg,王小波 ,1999-3,1999, 花城出版社 ,8.9,164060,19.00
65,西游记（全二册）,https://img9.doubanio.com/view/subject/s/public/s1627374.jpg,吴承恩 ,2004-8,2004, 人民文学出版社 ,9.1,85870,47.20
66,傲慢与偏见,https://img3.doubanio.com/view/subject/s/public/s4250062.jpg,[英] 奥斯丁 ,1993-7,1993, 人民文学出版社 ,8.9,230252,13.00
67,史记（全十册）,https://img9.doubanio.com/view/subject/s/public/s1953384.jpg,司马迁 ,1982-11,1982, 中华书局 ,9.5,24259,125.00
68,始于极限,https://img9.doubanio.com/view/subject/s/public/s34300626.jpg,[日] 上野千鹤子 ,2022-9-20,2022, 新星出版社 ,9.1,64296,59
69,悲惨世界（上中下）,https://img9.doubanio.com/view/subject/s/public/s4521754.jpg,[法] 雨果 ,1992-6,1992, 人民文学出版社 ,9.1,62911,66.00
70,台北人,https://img9.doubanio.com/view/subject/s/public/s4526465.jpg,白先勇 ,2010-10,2010, 广西师范大学出版社 ,9.0,70540,38.00
71,诗经,https://img3.doubanio.com/view/subject/s/public/s1979223.jpg,孔丘 编订 ,2006-7,2006, 北京出版社 ,9.5,28103,19.90
72,神雕侠侣,https://img9.doubanio.com/view/subject/s/public/s26018916.jpg,金庸 ,1994-5,1994, 生活·读书·新知三联书店 ,8.9,99699,76.80
73,永恒的终结,https://img2.doubanio.com/view/subject/s/public/s27409671.jpg,[美] 艾萨克·阿西莫夫 ,2014-9,2014, 江苏凤凰文艺出版社 ,9.1,45177,32.00
74,孽子,https://img1.doubanio.com/view/subject/s/public/s6240330.jpg,白先勇 ,2010.10,2010, 广西师范大学出版社 ,9.2,44771,46.00
75,历史深处的忧虑,https://img9.doubanio.com/view/subject/s/public/s1768916.jpg,林达 ,1997-5,1997, 生活·读书·新知三联书店 ,9.0,45220,19.00
76,上帝掷骰子吗,https://img9.doubanio.com/view/subject/s/public/s1486674.jpg,曹天元 ,2006-1,2006, 辽宁教育出版社 ,9.2,34060,32.00
77,可能性的艺术,https://img2.doubanio.com/view/subject/s/public/s34192061.jpg,刘瑜 ,2022-4,2022, 广西师范大学出版社 ,9.1,37039,82.00
78,刘擎西方现代思想讲义,https://img2.doubanio.com/view/subject/s/public/s33802981.jpg,刘擎 ,2021-1,2021, 新星出版社 ,9.2,33715,79.00
79,一个叫欧维的男人决定去死,https://img1.doubanio.com/view/subject/s/public/s29071620.jpg,[瑞典] 弗雷德里克·巴克曼 ,2015-12,2015, 四川文艺出版社 ,9.1,65185,35.00
80,美丽新世界,https://img9.doubanio.com/view/subject/s/public/s29477615.jpg,【英】奥尔德斯·赫胥黎 ,2017-6,2017, 上海译文出版社 ,9.2,52913,45.00
81,哭泣的骆驼,https://img9.doubanio.com/view/subject/s/public/s1020454.jpg,三毛 ,2003-6,2003, 哈尔滨出版社 ,9.0,56751,15.80
82,灿烂千阳,https://img9.doubanio.com/view/subject/s/public/s2651394.jpg,[美] 卡勒德·胡赛尼 ,2007-9,2007, 上海人民出版社 ,8.9,120072,28.00
83,唐诗三百首,https://img1.doubanio.com/view/subject/s/public/s1008848.jpg,蘅塘退士 ,1984-07-01,1984, 中华书局 ,9.4,26222,0.65
84,文学回忆录,https://img1.doubanio.com/view/subject/s/public/s24611679.jpg,木心 口述 ,2013-1-10,2013, 广西师范大学出版社 ,9.1,43737,98.00
85,最好的告别,https://img3.doubanio.com/view/subject/s/public/s28260907.jpg,[美] 阿图·葛文德（Atul Gawande） ,2015-7-31,2015, 浙江人民出版社 ,9.0,48997,54.90
86,美的历程,https://img3.doubanio.com/view/subject/s/public/s3893343.jpg,李泽厚 ,2009-7,2009, 生活·读书·新知三联书店 ,9.2,31136,43.00
87,窗边的小豆豆,https://img2.doubanio.com/view/subject/s/public/s1067911.jpg,[日] 黑柳彻子 著 ,2003-1,2003, 南海出版公司 ,8.8,207814,20.00
88,四世同堂,https://img1.doubanio.com/view/subject/s/public/s3228699.jpg,老舍 ,2008-07,2008, 北京十月文艺出版社 ,9.4,38040,36.00
89,人间词话,https://img9.doubanio.com/view/subject/s/public/s1146614.jpg,王国维 ,1998-12,1998, 上海古籍出版社 ,9.0,54399,9.80
90,呼兰河传,https://img1.doubanio.com/view/subject/s/public/s1167060.jpg,萧红 ,2005-01,2005, 百花文艺出版社 ,9.0,82286,19.00
91,道德经,https://img2.doubanio.com/view/subject/s/public/s1045431.jpg,黄元吉 ,1996-10,1996, 陕西人民出版社 ,9.5,19878,4.50
92,看见,https://img1.doubanio.com/view/subject/s/public/s24514758.jpg,柴静 ,2013-1-1,2013, 广西师范大学出版社 ,8.8,334442,39.80
93,冬牧场,https://img2.doubanio.com/view/subject/s/public/s8958901.jpg,李娟 ,2012-6,2012, 新星出版社 ,9.1,36540,29.80
94,绝叫,https://img3.doubanio.com/view/subject/s/public/s33685372.jpg,[日] 叶真中显 ,2020-7,2020, 北京联合出版公司 ,8.9,94244,58.00
95,浪潮之巅,https://img9.doubanio.com/view/subject/s/public/s6807265.jpg,吴军 ,2011-8,2011, 电子工业出版社 ,9.0,33265,55.00
96,离开的，留下的,https://img2.doubanio.com/view/subject/s/public/s29535271.jpg,[意] 埃莱娜·费兰特 ,2017-10,2017, 人民文学出版社 ,8.9,71404,62.00
97,罪与罚,https://img9.doubanio.com/view/subject/s/public/s1790246.jpg,[俄] 陀思妥耶夫斯基 ,2006-8,2006, 上海译文出版社 ,9.3,34074,23.00
98,棋王·树王·孩子王,https://img3.doubanio.com/view/subject/s/public/s28688273.jpg,阿城 ,2016-3-1,2016, 江苏凤凰文艺出版社 ,9.3,26741,58.00
99,也许你该找个人聊聊,https://img3.doubanio.com/view/subject/s/public/s33944153.jpg,[美]洛莉·戈特利布 ,2021-7-28,2021,上海文化出版社 ,9.0,45698,68.00
100,爱你就像爱生命,https://img3.doubanio.com/view/subject/s/public/s4661043.jpg,王小波 ,2008-5,2008, 上海锦绣文章出版社 ,8.8,113480,18.00
101,我们仨,https://img3.doubanio.com/view/subject/s/public/s1015872.jpg,杨绛 ,2003-7,2003, 生活·读书·新知三联书店 ,8.8,305633,18.80
102,叫魂,https://img2.doubanio.com/view/subject/s/public/s9015481.jpg,[美] 孔飞力 ,2012-5,2012, 生活·读书·新知三联书店 上海三联书店 ,9.1,30019,38.00
103,巨人的陨落,https://img9.doubanio.com/view/subject/s/public/s28668834.jpg,[英] 肯·福莱特 ,2016-5-1,2016, 江苏凤凰文艺出版社 ,8.9,84111,129.80
104,人生的枷锁,https://img1.doubanio.com/view/subject/s/public/s3983958.jpg,[英] 毛姆 ,2007-3,2007, 上海译文出版社 ,9.1,30215,32.00
105,毛泽东选集,https://img2.doubanio.com/view/subject/s/public/s1106951.jpg,毛泽东 ,1991-6,1991, 人民出版社 ,9.6,26607,40.00
106,失明症漫记,https://img1.doubanio.com/view/subject/s/public/s27217828.jpg,[葡] 若泽·萨拉马戈 ,2014-2,2014, 南海出版公司 ,9.1,36195,29.50
107,看不见的城市,https://img1.doubanio.com/view/subject/s/public/s8972088.jpg,[意] 伊塔洛·卡尔维诺 ,2012-4,2012, 译林出版社 ,9.0,35810,25.00
108,教父,https://img1.doubanio.com/view/subject/s/public/s2832939.jpg,[美]马里奥·普佐 ,1997-8,1997, 译林出版社 ,9.0,40040,23.30
109,人生的智慧,https://img9.doubanio.com/view/subject/s/public/s4619775.jpg,(德)叔本华 ,2008-10-01,2008, 上海人民出版社 ,9.2,31853,28.00
110,海子的诗,https://img2.doubanio.com/view/subject/s/public/s1067491.jpg,海子 ,1999-04,1999, 人民文学出版社 ,9.0,45533,15.40
111,桶川跟踪狂杀人事件,https://img9.doubanio.com/view/subject/s/public/s34072986.jpg,[日] 清水洁 ,2021-2,2021, 四川人民出版社 ,9.0,44685,45.00
112,飞鸟集,https://img3.doubanio.com/view/subject/s/public/s1044902.jpg,[印] 罗宾德拉纳德·泰戈尔 ,2004-6,2004, 哈尔滨出版社 ,8.9,65230,16.80
113,太白金星有点烦,https://img9.doubanio.com/view/subject/s/public/s34544956.jpg,马伯庸 ,2023-6,2023, 湖南文艺出版社 ,9.0,43335,45.00
114,受戒,https://img3.doubanio.com/view/subject/s/public/s3628082.jpg,汪曾祺 ,1987-10,1987, 漓江出版社 ,9.4,25770,3.95
115,鹿鼎记,https://img1.doubanio.com/view/subject/s/public/s3134040.jpg,金庸 ,2008-3,2008, 广州出版社 花城出版社 ,8.9,55113,108.00
116,斯通纳,https://img2.doubanio.com/view/subject/s/public/s28332051.jpg,[美] 约翰·威廉斯 ,2016-1,2016, 上海人民出版社 ,8.8,62340,49.00
117,少年凯歌,https://img9.doubanio.com/view/subject/s/public/s1077996.jpg,人民文学出版社 ,2001-6,2001,人民文学出版社 ,9.4,17068,10.00
118,梦里花落知多少,https://img3.doubanio.com/view/subject/s/public/s2393243.jpg,三毛 ,2007-6,2007, 北京十月文艺出版社 ,8.8,96786,28.00
119,陆犯焉识,https://img3.doubanio.com/view/subject/s/public/s6987353.jpg,严歌苓 ,2011-10,2011, 作家出版社 ,8.9,56617,35.00
120,茶馆,https://img1.doubanio.com/view/subject/s/public/s33516550.jpg,老舍 ,2002-1,2002, 人民文学出版社 ,9.2,31954,9.80
121,边城,https://img3.doubanio.com/view/subject/s/public/s1595557.jpg,沈从文 ,2002-4,2002, 北岳文艺出版社 ,8.7,226776,12.00
122,克莱因壶,https://img3.doubanio.com/view/subject/s/public/s33317677.jpg,[日] 冈岛二人 ,2019-9,2019, 化学工业出版社 ,8.9,62357,48.00
123,时间简史,https://img2.doubanio.com/view/subject/s/public/s1914861.jpg,[英] 史蒂芬·霍金 ,2010-4,2010, 湖南科学技术出版社 ,8.9,61546,45.00
124,十万个为什么,https://img1.doubanio.com/view/subject/s/public/s2619779.jpg,少年儿童出版社 ,1962,1962,少年儿童出版社 ,9.2,19132,30.00
125,这些人，那些事,https://img2.doubanio.com/view/subject/s/public/s6828981.jpg,吴念真 ,2011-9,2011, 译林出版社 ,8.8,66587,28.00
126,人间草木,https://img1.doubanio.com/view/subject/s/public/s1201610.jpg,汪曾祺 ,2005-01,2005, 江苏文艺出版社 ,9.2,31049,20.00
127,王尔德童话,https://img9.doubanio.com/view/subject/s/public/s2019056.jpg,[英] 王尔德 ,2003-6,2003, 译林出版社 ,9.1,23553,6.00
128,面纱,https://img9.doubanio.com/view/subject/s/public/s28561075.jpg,[英] 威廉·萨默塞特·毛姆 ,2016-4-1,2016, 江西人民出版社 ,9.1,35734,39.8
129,遥远的向日葵地,https://img1.doubanio.com/view/subject/s/public/s29878650.jpg,李娟 ,2017-11,2017, 花城出版社 ,9.1,29323,38.00
130,金色梦乡,https://img9.doubanio.com/view/subject/s/public/s4444885.jpg,[日] 伊坂幸太郎 ,2010-9,2010, 译林出版社 ,9.0,29715,35.00
131,小径分岔的花园,https://img1.doubanio.com/view/subject/s/public/s29746559.jpg,[阿根廷] 豪·路·博尔赫斯 ,2015-7,2015, 上海译文出版社 ,8.9,44292,23.00
132,你当像鸟飞往你的山,https://img9.doubanio.com/view/subject/s/public/s33492346.jpg,塔拉·韦斯特弗 ,2019-10,2019, 南海出版公司 ,8.7,179212,59.00
133,昨日的世界,https://img1.doubanio.com/view/subject/s/public/s1121598.jpg,[奥] 斯蒂芬·茨威格 ,2004-5-1,2004, 广西师范大学出版社 ,9.2,14382,32.00
134,绿毛水怪,https://img9.doubanio.com/view/subject/s/public/s3675595.jpg,王小波 ,2009-1,2009, 时代文艺出版社 ,9.1,24357,30.00
135,13,https://img1.doubanio.com/view/subject/s/public/s33699260.jpg,陳浩基 ,2014-6-9,2014, 皇冠文化出版有限公司 ,9.1,20241,350
136,一间只属于自己的房间,https://img1.doubanio.com/view/subject/s/public/s33503989.jpg,[英] 弗吉尼亚·伍尔夫 ,2019-10,2019, 天津人民出版社 ,9.2,23050,45.00
137,海的女儿,https://img9.doubanio.com/view/subject/s/public/s4133656.jpg,安徒生 ,1978年6月,1978, 上海译文出版社 ,9.1,23474,0.43
138,故事,https://img1.doubanio.com/view/subject/s/public/s27598249.jpg,[美] 罗伯特·麦基 ,2014-9,2014, 天津人民出版社 ,9.2,18765,68.00
139,我的天才女友,https://img3.doubanio.com/view/subject/s/public/s29164777.jpg,[意] 埃莱娜·费兰特 ,2017-1,2017, 人民文学出版社 ,8.7,109053,42.00
140,经济学原理（上下）,https://img9.doubanio.com/view/subject/s/public/s1785715.jpg,[美] 曼昆 ,2003-8,2003, 机械工业出版社 ,9.1,21857,88.00
141,阿勒泰的角落,https://img1.doubanio.com/view/subject/s/public/s6185540.jpg,李娟 ,2010-6,2010, 万卷出版公司 ,9.1,20574,25.00
142,國史大綱（上下）,https://img9.doubanio.com/view/subject/s/public/s6795555.jpg,錢穆 ,2013-8,2013, 商务印书馆 ,9.4,15971,76.00
143,一句顶一万句,https://img1.doubanio.com/view/subject/s/public/s6916838.jpg,刘震云 ,2009-3,2009, 长江文艺出版社 ,8.8,76979,29.80
144,长日将尽,https://img1.doubanio.com/view/subject/s/public/s29738720.jpg,[英] 石黑一雄 ,2018-5,2018, 上海译文出版社 ,8.9,34918,48
145,一个陌生女人的来信,https://img1.doubanio.com/view/subject/s/public/s2611329.jpg,[奥] 斯蒂芬·茨威格 ,2007-7,2007, 上海译文出版社 ,8.7,144178,20.00
146,西线无战事,https://img1.doubanio.com/view/subject/s/public/s33779178.jpg,[德] 埃里希·玛丽亚·雷马克 ,2021-1,2021, 上海文艺出版社 ,9.5,17440,49
147,苏菲的世界,https://img1.doubanio.com/view/subject/s/public/s3042670.jpg,[挪] 乔斯坦·贾德 ,2007-10,2007, 作家出版社 ,8.8,57470,26.00
